locationID
R1:BLL:CBN5
R1:BLL:CBN6
R1:BLL:CBN7
R1:BLL:CHM1
R1:BLL:FLR1
R1:BLU:CBN0
R1:BLU:CBN7
R1:BLU:CBN8
R1:BLU:CBN9
R1:BRL:DRW0
R1:BRL:DRW1
R1:BRL:DRW2
R1:BRL:DRW3
R1:BRL:DRW4
R1:BRL:DRW5
R1:BRL:DRW6
R1:BRL:DRW7
R1:BRL:DRW8
R1:BRL:DRW9
R1:BRM:CBN1
R1:BRM:CBN2
R1:BRM:CBN3
R1:BRU:CBN1
R1:BRU:CBN2
R1:BRU:CBN3
R1:BRU:CBN4
R1:BRU:SHL1
R1:FLL:CBN1
R1:FLL:CBN2
R1:FLL:CBN3
R1:FLL:CBN4
R1:FLL:TLC1
R1:FLM:DRW1
R1:FLM:DRW2
R1:FLM:TLC1
R1:FLU:CBN1
R1:FLU:CBN2
R1:FLU:CBN3
R1:FLU:CBN4
R1:FLU:CBN5
R1:FLU:CBN6
R1:FRL:CBN1
R1:FRL:CBN2
R1:FRL:CBN3
R1:FRL:CBN4
R1:FRM:DRW6
R1:FRM:DRW7
R1:FRU:CBN0
R1:FRU:CBN1
R1:FRU:CBN2
R1:FRU:CBN7
R1:FRU:CBN8
R1:FRU:CBN9
R1:MLL:CRT1
R1:MLL:DRW3
R1:MLL:DRW4
R1:MLM:CRT1
R1:MML:WKB1
R1:MRL:DRW1
R1:MRL:DRW2
R1:MRL:DRW3
R1:MRL:DRW4
R1:MRL:DRW5
R1:MRL:DRW6
R1:MRL:DRW7
R1:MRL:DRW8
R1:MRU:CBN5
R1:MRU:CBN6
R1:MRU:SHL2
R2:BMM:DSK1
R2:FLM:BN1
R2:FLM:BN2
R2:FLM:BN3
R2:FLM:BN4
R2:FLU:CBR1
R2:FML:FLR1
R2:FMM:DSK1
R2:FRM:DRW2
R2:FRM:DRW3
R2:MLL:FLR1
R2:MLL:SHL1
R2:MLM:SHL1
R2:MLU:SHL1
R2:MRM:DRW1
R2:MRM:DSK1
R3:BLL:DRW1
R3:BLL:DRW2
R3:BLL:DRW3
R3:BLL:FLR1
R3:BLM:DSK1
R3:BML:DRW4
R3:BML:FLR2
R3:BMM:DSK2
R3:BMU:SHL1
R3:BRL:DRW1
R3:BRL:DRW2
R3:BRL:SHL3
R3:BRM:DSK3
R3:BRM:SHL2
R3:BRU:SHL1
R3:FML:FLR1
R3:FRL:DRW3
R3:FRL:DRW4
R3:FRL:SHL6
R3:FRM:DRW1
R3:FRM:DRW2
R3:FRM:DRW3
R3:FRM:SHL5
R3:FRM:WND1
R3:FRU:SHL4
R3:MLL:FLR1
R3:MLL:SHL1
R3:MLM:SHL1
R3:MLU:SHL1
